ID,LL,PI,FF,PL,AC,CF,PI/FF,PI/CF,class1,Ucs_class,Depth,Type,Location_No,BH,Location_Nobh,Distance
37,42,21,95,21,0.544809759,38.54556501,0.221052632,0.544809759,CL,0,4.5,1,1,BH1,43,8997.83274
