model,feature_set,target,file,pipeline_contains_preprocessing,n_features,n_train,n_test,best_params,validation_split_used,r2_train,mae_train,mse_train,rmse_train,bias_train,ioa_train,ios_train,p20_train,ad_stat_train,r2_test,mae_test,mse_test,rmse_test,bias_test,ioa_test,ios_test,p20_test,ad_stat_test,cv_r2_mean,cv_r2_std,cv_r2_min,cv_r2_max,cv_mode,cv_folds,cv_repeats,train_cv_gap,cv_test_gap,abs_train_cv_gap,abs_cv_test_gap,possible_overfitting,possible_underfitting,high_cv_instability,holdout_sensitive,stable_generalization,generalization_diagnosis,rank_cv_r2,rank_cv_stability,rank_train_cv_gap,selection_rank_score,Selection Rank,rank_test_r2,rank_test_rmse,rank_test_mae,test_rank_score,Test Performance Rank
DT,fs4,AC,DT_fs4_AC.pkl,True,2,257,75,"{""splitter"": ""random"", ""min_samples_split"": 4, ""min_samples_leaf"": 2, ""max_features"": null, ""max_depth"": 4, ""criterion"": ""absolute_error"", ""ccp_alpha"": 0.001}",False,-0.03426807673271792,0.28628672022178986,0.20212962261774967,0.44958828122822514,-0.15713249445914396,0.4573859191849695,-0.016989713189232925,48.63813229571984,14.976788170482848,-0.04440015570043587,0.20717075339333335,0.08395782902585062,0.2897547739483348,-0.012571475259999965,0.4826069041282086,-0.021958979460739325,56.00000000000001,2.1045270889894994,-0.10881844586961928,0.25241234958610637,-0.3352430125633723,0.28695259948032803,group,5,1,0.07455036913690136,-0.0644182901691834,0.07455036913690136,0.0644182901691834,False,True,True,False,False,Possible underfitting,42.0,26.0,1.0,30.599999999999998,32,42.0,42.0,32.0,40.0,40
LASSO,fs3,AC,LASSO_fs3_AC.pkl,True,4,257,75,"{""alpha"": 0.01, ""max_iter"": 10000, ""selection"": ""random""}",False,0.4344558823414001,0.22883802078515025,0.11052571538042602,0.3324540801079542,1.3823788633464984e-17,0.7625610232689438,0.2479733264979227,47.85992217898833,11.05770618251978,0.2298910971741076,0.1978260614986697,0.061907949019194795,0.24881308048250758,0.12642926170681523,0.7699488875017106,0.12244151031062755,42.66666666666667,3.5439469325432498,0.11905219788253718,0.5235955074480149,-0.5797395738058051,0.5799132924193188,group,5,1,0.3154036844588629,-0.11083889929157043,0.3154036844588629,0.11083889929157043,True,False,True,False,False,Overfitting with high CV instability,25.0,47.0,33.0,31.0,33,29.0,29.0,23.0,27.8,28
LASSO,fs1,AC,LASSO_fs1_AC.pkl,True,2,257,75,"{""alpha"": 0.01, ""max_iter"": 10000, ""selection"": ""cyclic""}",False,0.3826102162707695,0.23570145465385767,0.12065804485377456,0.3473586688910679,2.0735682950197477e-17,0.7314411301270647,0.21425844978820774,43.190661478599225,18.02710572621936,0.3073967466586419,0.18828813977547296,0.055677381135378345,0.23596054995566176,0.10585802164552398,0.7541800294703302,0.1677721145375155,40.0,7.026912638096903,0.10794148010829771,0.4167394990000934,-0.4205502626151907,0.5523935674651864,group,5,1,0.2746687361624718,-0.1994552665503442,0.2746687361624718,0.1994552665503442,True,True,True,False,False,Possible underfitting,28.0,44.0,27.0,31.0,33,14.0,14.0,11.0,13.399999999999999,12
KNN,fs3,AC,KNN_fs3_AC.pkl,True,4,257,75,"{""n_neighbors"": 9, ""p"": 1, ""weights"": ""uniform""}",False,0.6743836287730827,0.16777772828966708,0.06363602987938556,0.25226182802672614,-0.029618348569822733,0.8898457814644407,0.4293719501926694,68.8715953307393,7.766649939164097,0.17788099607508356,0.16960692961481483,0.06608896637337217,0.25707774383126236,0.05396387451555557,0.7460637407595248,0.09329221690507339,57.333333333333336,3.644888183890572,0.07090390499457574,0.2117865740932064,-0.19713289596027872,0.33076677101747753,group,5,1,0.6034797237785069,-0.10697709108050782,0.6034797237785069,0.10697709108050782,True,False,True,False,False,Overfitting with high CV instability,32.0,13.0,46.0,31.0,33,35.0,35.0,2.0,28.4,29
DT,fs2,AC,DT_fs2_AC.pkl,True,3,257,75,"{""splitter"": ""best"", ""min_samples_split"": 12, ""min_samples_leaf"": 2, ""max_features"": null, ""max_depth"": 3, ""criterion"": ""squared_error"", ""ccp_alpha"": 0.005}",False,0.48597843792292317,0.22096960769534196,0.10045653220608484,0.31694878483137434,2.488281954023697e-16,0.7983257868903262,0.28304702938262627,52.14007782101168,7.113089853596819,-0.09165425808350536,0.22502124197247406,0.08775651847164744,0.2962372671890683,0.15453629952238598,0.7614615467328156,-0.044822596464828335,42.66666666666667,3.0156877353202844,0.03168683182629843,0.1659460597401231,-0.20901563364965625,0.21224359868815423,group,5,1,0.4542916060966247,0.12334108990980379,0.4542916060966247,0.12334108990980379,True,False,False,False,False,Possible overfitting,37.0,4.0,43.0,31.6,36,46.0,46.0,41.0,45.0,45
MLR,fs1,AC,MLR_fs1_AC.pkl,True,2,257,75,"{""fit_intercept"": true}",False,0.3848320063351425,0.23368487639102434,0.1202238348096376,0.34673308871470226,4.147136590039495e-17,0.7408351354831663,0.21567354139691453,45.525291828793776,17.419517906730903,0.3339469637035529,0.1828608979502471,0.05354304730644388,0.23139370628097014,0.0989277423511114,0.7678816683718634,0.1838792759055513,41.333333333333336,7.229874677493299,0.09745817362343756,0.46160839419104394,-0.5009997383754246,0.5922552943320271,group,5,1,0.2873738327117049,-0.23648879008011536,0.2873738327117049,0.23648879008011536,True,True,True,True,False,Possible underfitting,29.0,46.0,30.0,32.6,37,10.0,10.0,8.0,9.6,8
RIDGE,fs4,AC,RIDGE_fs4_AC.pkl,True,2,257,75,"{""alpha"": 100.0, ""solver"": ""auto""}",False,0.1318989950152577,0.30976715155643614,0.1696551720768241,0.4118921850154772,3.974339232121183e-17,0.41525873945920255,0.06828061897117199,31.517509727626457,18.349182198683422,-0.1086626705351772,0.2476782431344111,0.0891238003289169,0.2985360955209887,0.13742443241957414,0.5038317680532335,-0.052930515530430045,37.333333333333336,2.771788555131124,-0.12829065942464418,0.2139424168385619,-0.47500515289986667,0.08288885252123901,group,5,1,0.2601896544399019,-0.019627988889466985,0.2601896544399019,0.019627988889466985,True,True,True,False,False,Possible underfitting,43.0,14.0,20.0,32.6,37,47.0,47.0,48.0,47.2,48
EN,fs4,AC,EN_fs4_AC.pkl,True,2,257,75,"{""selection"": ""random"", ""max_iter"": 10000, ""l1_ratio"": 0.1, ""alpha"": 0.1}",False,0.1419606075771701,0.3056895971972874,0.16768880571996037,0.40949823652851103,4.3199339479578076e-17,0.4494536901866709,0.07369584238068438,33.07392996108949,19.029975700589148,-0.07183212592400467,0.24100166769095813,0.08616304572684585,0.2935354249947455,0.12980026046719434,0.5254046599900752,-0.03529325600237776,38.666666666666664,3.1183917690723746,-0.13135791561136098,0.17892144441356286,-0.4165090453301026,0.008898743823389177,group,5,1,0.2733185231885311,-0.059525789687356306,0.2733185231885311,0.059525789687356306,True,True,False,False,False,Possible underfitting,44.0,7.0,26.0,33.0,39,44.0,44.0,46.0,44.400000000000006,44
KNN,fs1,AC,KNN_fs1_AC.pkl,True,2,257,75,"{""n_neighbors"": 15, ""p"": 2, ""weights"": ""uniform""}",False,0.46080986932966717,0.22009444480622567,0.10537528913770623,0.3246156021168826,-0.014116923422049319,0.7706763808892436,0.26570433021136985,54.474708171206224,12.050304297653383,0.34291126550841333,0.19165741033866662,0.05282241995479067,0.22983128584853427,0.11701340906933332,0.7993092729397023,0.1893898998337199,38.666666666666664,3.982604651439658,0.04712800998627642,0.2474699383253383,-0.19850259527821668,0.39246714460077103,group,5,1,0.41368185934339075,-0.2957832555221369,0.41368185934339075,0.2957832555221369,True,False,True,True,False,Overfitting with high CV instability,35.0,25.0,40.0,34.0,40,6.0,6.0,16.0,8.0,6
LASSO,fs4,AC,LASSO_fs4_AC.pkl,True,2,257,75,"{""alpha"": 0.01, ""max_iter"": 10000, ""selection"": ""random""}",False,0.14415729021236323,0.3034043704264367,0.16725950248412502,0.4089737185738529,4.3199339479578076e-17,0.4713093139034197,0.07488232651860072,33.46303501945525,19.221072203047243,-0.07372702075939741,0.24039850076033162,0.08631537360207982,0.2937947814411955,0.1285799892397779,0.5376441322090035,-0.03620800072157215,34.66666666666667,3.1968187815467672,-0.1421162799916656,0.18148707833292654,-0.4279933456242231,0.018584930476567174,group,5,1,0.2862735702040288,-0.06838925923226818,0.2862735702040288,0.06838925923226818,True,True,False,False,False,Possible underfitting,46.0,8.0,29.0,35.0,41,45.0,45.0,45.0,45.0,45
MLR,fs3,AC,MLR_fs3_AC.pkl,True,4,257,75,"{""fit_intercept"": true}",False,0.4377030315607817,0.22320533303495443,0.10989111680674622,0.33149829080516574,2.0735682950197477e-17,0.7761466408963826,0.2501353665899302,49.80544747081712,11.628814873345448,0.2509304724536122,0.19036218587742085,0.06021662384762519,0.24539075746169656,0.11714150404797252,0.783384645205937,0.1345119714598083,44.0,3.405246183632343,0.07830710299161994,0.6420614848388193,-0.8117468745042027,0.6128908146510883,group,5,1,0.3593959285691618,-0.17262336946199228,0.3593959285691618,0.17262336946199228,True,False,True,False,False,Overfitting with high CV instability,31.0,48.0,35.0,35.2,42,22.0,22.0,13.0,20.200000000000003,21
RF,fs1,AC,RF_fs1_AC.pkl,True,2,257,75,"{""n_estimators"": 600, ""min_samples_split"": 8, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""max_depth"": 3}",False,0.4853916913104266,0.21772566140174143,0.10057120157858528,0.3171296289825113,-0.000703137634129865,0.7920972700011211,0.28263795145716464,51.36186770428015,13.685787132175335,0.3408372028555965,0.19613926641000679,0.05298915087362831,0.23019372466170382,0.12376825556607647,0.7935105797364493,0.18811158578016174,36.0,4.307769029331311,0.06852628931489083,0.3671195660629254,-0.3179272199553611,0.5309886559900211,group,5,1,0.4168654019955358,-0.2723109135407057,0.4168654019955358,0.2723109135407057,True,False,True,True,False,Overfitting with high CV instability,33.0,36.0,41.0,35.2,42,7.0,7.0,22.0,10.0,9
DT,fs3,AC,DT_fs3_AC.pkl,True,4,257,75,"{""splitter"": ""best"", ""min_samples_split"": 4, ""min_samples_leaf"": 6, ""max_features"": ""log2"", ""max_depth"": 4, ""criterion"": ""absolute_error"", ""ccp_alpha"": 0.001}",False,0.4231380233552634,0.20418957408560312,0.11273759314903661,0.33576419277379266,-0.05683623190272372,0.8092495433490143,0.24048569687942245,61.08949416342413,11.834808461660998,-0.30705385307923394,0.22370910619999998,0.10507218265475007,0.3241483960391445,0.05478831509333336,0.5820936089758434,-0.14326455953083506,49.333333333333336,3.1005947329921213,0.05066614363015607,0.40578451068821686,-0.6484068500708433,0.4039935873182665,group,5,1,0.3724718797251073,0.35771999670939003,0.3724718797251073,0.35771999670939003,True,False,True,True,False,Overfitting with high CV instability,34.0,41.0,36.0,35.800000000000004,44,48.0,48.0,40.0,46.4,47
MLR,fs4,AC,MLR_fs4_AC.pkl,True,2,257,75,"{""fit_intercept"": true}",False,0.14552940539723092,0.30155252234365726,0.16699134654782122,0.40864574700811607,-4.8383260217127445e-17,0.4858937594282733,0.07562421353500992,31.906614785992215,19.39381984405327,-0.05008108532818878,0.23607699913283645,0.08441451080226696,0.2905417539739632,0.1228201595721026,0.5479034484821113,-0.02473464142098214,36.0,3.463946696122818,-0.17114979782680922,0.21714553334530243,-0.5155058324131463,0.00945999123479846,group,5,1,0.31667920322404014,-0.12106871249862045,0.31667920322404014,0.12106871249862045,True,True,True,False,False,Possible underfitting,47.0,16.0,34.0,38.2,45,43.0,43.0,44.0,43.2,43
RF,fs4,AC,RF_fs4_AC.pkl,True,2,257,75,"{""n_estimators"": 200, ""min_samples_split"": 20, ""min_samples_leaf"": 6, ""max_features"": 0.5, ""max_depth"": 3}",False,0.30002652006837804,0.2686771663464553,0.13679758519470891,0.36986157572084843,-0.001279162332955147,0.6415608425550374,0.16335582238826163,37.7431906614786,13.135801349307485,0.12968544468568421,0.2170153509851101,0.06996333755310838,0.2645058365199308,0.11498960959956364,0.6844732763559355,0.06709349058208636,33.33333333333333,4.067131893673434,-0.14062485318585305,0.31561227839401607,-0.6971727635645149,0.07133561085530882,group,5,1,0.4406513732542311,-0.27031029787153726,0.4406513732542311,0.27031029787153726,True,True,True,True,False,Possible underfitting,45.0,33.0,42.0,42.0,46,36.0,36.0,37.0,36.199999999999996,36
KNN,fs2,AC,KNN_fs2_AC.pkl,True,3,257,75,"{""n_neighbors"": 5, ""p"": 1, ""weights"": ""uniform""}",False,0.6782997518346696,0.16934662744357978,0.0628706920580116,0.2507402880631902,0.004889139592996108,0.8983836672619491,0.4328137447316531,67.70428015564202,5.078363962574258,0.5145730663712487,0.146214699608,0.03902277424577047,0.19754182910404183,0.09697522932000001,0.8920944511049703,0.3032741330847898,65.33333333333333,0.7297071841275056,-0.08703120454180084,0.4118903643581821,-0.7251516297498586,0.37651437357321493,group,5,1,0.7653309563764704,-0.6016042709130495,0.7653309563764704,0.6016042709130495,True,False,True,True,False,Overfitting with high CV instability,41.0,42.0,48.0,42.6,47,1.0,1.0,1.0,1.0,1
KNN,fs4,AC,KNN_fs4_AC.pkl,True,2,257,75,"{""n_neighbors"": 15, ""p"": 1, ""weights"": ""uniform""}",False,0.28828958295463025,0.27197896227211416,0.1390913644603172,0.37294954680267034,-0.00247414330298314,0.659037499522414,0.1563706874193087,40.856031128404666,7.844705851500748,-0.029224691592647734,0.228946264944,0.082737895254302,0.2876419567001692,0.12249281655466668,0.6745979569630993,-0.014507117566282979,36.0,2.5809079792697815,-0.1911078729660595,0.305011230581092,-0.7299597128099165,-0.013040275436781545,group,5,1,0.4793974559206897,-0.16188318137341176,0.4793974559206897,0.16188318137341176,True,True,True,False,False,Possible underfitting,48.0,31.0,45.0,44.0,48,41.0,41.0,42.0,41.199999999999996,41
