model,feature_set,target,file,pipeline_contains_preprocessing,n_features,n_train,n_test,best_params,validation_split_used,r2_train,mae_train,mse_train,rmse_train,bias_train,ioa_train,ios_train,p20_train,ad_stat_train,r2_test,mae_test,mse_test,rmse_test,bias_test,ioa_test,ios_test,p20_test,ad_stat_test,cv_r2_mean,cv_r2_std,cv_r2_min,cv_r2_max,cv_mode,cv_folds,cv_repeats,train_cv_gap,cv_test_gap,abs_train_cv_gap,abs_cv_test_gap,possible_overfitting,possible_underfitting,high_cv_instability,holdout_sensitive,stable_generalization,generalization_diagnosis,rank_cv_r2,rank_cv_stability,rank_train_cv_gap,selection_rank_score,Selection Rank,rank_test_r2,rank_test_rmse,rank_test_mae,test_rank_score,Test Performance Rank,fs,test_shift,statistical_rank,selection_rank,statistical_score,statistical_score_ci_lower,statistical_score_ci_upper,statistical_score_ci_width,rank_stability,test_performance_rank,generalization_rank_score,generalization_rank,equal_score,equal_rank,performance_focused_score,performance_focused_rank,stability_focused_score,stability_focused_rank,sensitivity_mean_rank,sensitivity_median_rank,sensitivity_min_rank,sensitivity_max_rank,sensitivity_rank_range,sensitivity_rank_sd,first_place_count,first_place_rate,weight_sensitivity_diagnosis,mc_mean_rank,mc_median_rank,mc_min_rank,mc_max_rank,mc_rank_range,mc_rank_sd,mc_first_place_count,mc_first_place_rate,mc_top3_count,mc_top3_rate,mc_weight_sensitivity_diagnosis,robustness_rank_score,robustness_rank,recommended_rank_score,recommended_rank
LASSO,fs2,AC,LASSO_fs2_AC.pkl,True,5,257,75,"{""alpha"": 0.01, ""max_iter"": 10000, ""selection"": ""cyclic""}",False,0.471476,0.227108,0.103291,0.321389,-0.000000,0.782971,0.273004,48.638132,8.086044,0.338231,0.182615,0.053199,0.230648,0.086964,0.782858,0.186508,40.000000,2.883402,0.157095,0.511792,-0.353590,0.736431,group,5,1,0.314381,-0.181136,0.314381,0.181136,True,False,True,False,False,Overfitting with high CV instability,33.000000,42.000000,17.000000,31.600000,36,29.000000,29.000000,33.000000,29.800000,29,fs2,False,36,36,0.346667,,,,0.747869,29,27.000000,28,30.666667,35,31.950000,34,30.900000,36,35.000000,35.000000,34.000000,36.000000,2.000000,1.000000,0,0.000000,Weight-sensitive,34.455000,35.000000,27,39,12,3.019784,0,0.000000,0,0.000000,Unstable selection,31.150000,35,35.600000,34
EN,fs3,AC,EN_fs3_AC.pkl,True,6,257,75,"{""selection"": ""cyclic"", ""max_iter"": 10000, ""l1_ratio"": 0.5, ""alpha"": 0.1}",False,0.394849,0.255515,0.118266,0.343898,-0.000000,0.685342,0.222086,35.797665,10.889500,0.249992,0.209532,0.060292,0.245544,0.130765,0.719296,0.133970,36.000000,2.887303,0.083654,0.344713,-0.300508,0.437367,group,5,1,0.311196,-0.166338,0.311196,0.166338,True,True,True,False,False,Possible underfitting,39.000000,28.000000,16.000000,32.200000,37,40.000000,40.000000,43.000000,40.600000,42,fs3,False,37,37,0.333333,,,,0.746551,42,20.800000,18,27.666667,30,33.900000,38,28.800000,33,33.666667,33.000000,30.000000,38.000000,8.000000,4.041452,0,0.000000,Unstable selection,36.057000,36.000000,31,39,8,1.814123,0,0.000000,0,0.000000,Unstable selection,30.625000,34,35.800000,36
KNN,fs1,AC,KNN_fs1_AC.pkl,True,4,257,75,"{""n_neighbors"": 11, ""p"": 2, ""weights"": ""distance""}",False,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,100.000000,99.277651,0.307792,0.161353,0.055646,0.235893,0.042294,0.783137,0.168010,57.333333,4.305900,0.220462,0.491990,-0.362317,0.636745,group,5,1,0.779538,-0.087330,0.779538,0.087330,True,False,True,False,False,Overfitting with high CV instability,27.000000,40.000000,45.000000,33.200000,38,34.000000,34.000000,22.000000,31.600000,32,fs1,False,38,38,0.311111,,,,0.831110,32,43.000000,45,37.333333,42,31.650000,33,36.300000,41,38.666667,41.000000,33.000000,42.000000,9.000000,4.932883,0,0.000000,Unstable selection,36.055000,37.000000,30,42,12,3.431873,0,0.000000,0,0.000000,Unstable selection,32.475000,40,38.800000,40
MLR,fs2,AC,MLR_fs2_AC.pkl,True,5,257,75,"{""fit_intercept"": true}",False,0.474640,0.227055,0.102672,0.320425,-0.000000,0.793070,0.275183,49.805447,6.625976,0.315493,0.184438,0.055027,0.234577,0.077211,0.784104,0.172650,40.000000,2.773456,0.112452,0.547351,-0.439468,0.742660,group,5,1,0.362188,-0.203041,0.362188,0.203041,True,False,True,True,False,Overfitting with high CV instability,36.000000,43.000000,23.000000,34.800000,39,32.000000,32.000000,35.000000,32.600000,33,fs2,True,39,39,0.275556,,,,0.804038,33,31.000000,32,34.000000,40,35.100000,39,34.200000,40,39.666667,40.000000,39.000000,40.000000,1.000000,0.577350,0,0.000000,Weight-sensitive,38.595000,39.000000,34,41,7,1.916938,0,0.000000,0,0.000000,Unstable selection,31.725000,37,38.200000,38
RIDGE,fs3,AC,RIDGE_fs3_AC.pkl,True,6,257,75,"{""alpha"": 100.0, ""solver"": ""auto""}",False,0.420190,0.248803,0.113314,0.336621,0.000000,0.711519,0.238547,40.856031,9.992142,0.285235,0.201986,0.057459,0.239706,0.110385,0.726470,0.154562,38.666667,2.532115,0.075947,0.414541,-0.478177,0.521754,group,5,1,0.344243,-0.209288,0.344243,0.209288,True,False,True,True,False,Overfitting with high CV instability,40.000000,36.000000,21.000000,35.400000,40,38.000000,38.000000,42.000000,38.800000,39,fs3,True,40,40,0.262222,,,,0.798119,39,27.000000,28,32.333333,38,36.550000,41,33.100000,38,39.000000,38.000000,38.000000,41.000000,3.000000,1.732051,0,0.000000,Unstable selection,39.837000,40.000000,36,42,6,1.366125,0,0.000000,0,0.000000,Weight-sensitive,31.375000,36,38.400000,39
RIDGE,fs1,AC,RIDGE_fs1_AC.pkl,True,4,257,75,"{""alpha"": 100.0, ""solver"": ""auto""}",False,0.377449,0.252252,0.121667,0.348807,0.000000,0.683184,0.210981,42.023346,12.691404,0.223603,0.199647,0.062413,0.249827,0.093940,0.668954,0.118866,49.333333,1.529822,0.051261,0.434502,-0.560594,0.560036,group,5,1,0.326188,-0.172342,0.326188,0.172342,True,True,True,False,False,Possible underfitting,42.000000,38.000000,18.000000,36.400000,41,42.000000,42.000000,41.000000,41.800000,43,fs1,False,41,41,0.240000,,,,0.756780,43,26.000000,27,32.666667,39,37.800000,42,33.600000,39,40.000000,39.000000,39.000000,42.000000,3.000000,1.732051,0,0.000000,Unstable selection,41.233000,42.000000,35,43,8,1.800542,0,0.000000,0,0.000000,Unstable selection,32.775000,42,41.400000,41
KNN,fs3,AC,KNN_fs3_AC.pkl,True,6,257,75,"{""n_neighbors"": 5, ""p"": 1, ""weights"": ""distance""}",False,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,100.000000,99.277651,0.249258,0.164323,0.060351,0.245665,0.036281,0.752200,0.133546,58.666667,4.213657,0.167050,0.502371,-0.522006,0.580923,group,5,1,0.832950,-0.082208,0.832950,0.082208,True,False,True,False,False,Overfitting with high CV instability,32.000000,41.000000,47.000000,36.800000,42,41.000000,41.000000,23.000000,37.400000,38,fs3,False,42,42,0.231111,,,,0.866468,38,44.600000,46,40.000000,44,35.600000,40,39.200000,44,42.666667,44.000000,40.000000,44.000000,4.000000,2.309401,0,0.000000,Unstable selection,40.444000,41.000000,33,46,13,2.536000,0,0.000000,0,0.000000,Unstable selection,33.125000,44,42.800000,43
LASSO,fs3,AC,LASSO_fs3_AC.pkl,True,6,257,75,"{""alpha"": 0.01, ""max_iter"": 10000, ""selection"": ""cyclic""}",False,0.468804,0.229147,0.103813,0.322200,0.000000,0.778874,0.271168,47.081712,7.820006,0.328341,0.185393,0.053994,0.232365,0.091311,0.779189,0.180452,38.666667,2.776402,0.074800,0.572644,-0.550271,0.717143,group,5,1,0.394004,-0.253542,0.394004,0.253542,True,False,True,True,False,Overfitting with high CV instability,41.000000,45.000000,27.000000,39.000000,43,30.000000,30.000000,36.000000,31.200000,30,fs3,True,43,43,0.182222,,,,0.829957,30,34.200000,40,37.666667,43,39.500000,44,38.000000,43,43.333333,43.000000,43.000000,44.000000,1.000000,0.577350,0,0.000000,Weight-sensitive,43.345000,44.000000,40,45,5,1.134576,0,0.000000,0,0.000000,Weight-sensitive,32.550000,41,42.200000,42
KNN,fs2,AC,KNN_fs2_AC.pkl,True,5,257,75,"{""n_neighbors"": 5, ""p"": 2, ""weights"": ""distance""}",False,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,100.000000,99.277651,0.381588,0.160525,0.049713,0.222965,0.054743,0.816256,0.213608,57.333333,3.242435,0.129936,0.634339,-0.796248,0.638147,group,5,1,0.870064,-0.251652,0.870064,0.251652,True,False,True,True,False,Overfitting with high CV instability,35.000000,47.000000,48.000000,40.000000,44,24.000000,24.000000,21.000000,23.400000,23,fs2,True,44,44,0.160000,,,,0.880043,23,47.600000,48,43.333333,47,38.750000,43,42.500000,47,45.666667,47.000000,43.000000,47.000000,4.000000,2.309401,0,0.000000,Unstable selection,43.957000,44.000000,41,47,6,1.704716,0,0.000000,0,0.000000,Unstable selection,33.350000,46,44.800000,44
RIDGE,fs4,AC,RIDGE_fs4_AC.pkl,True,4,257,75,"{""alpha"": 100.0, ""solver"": ""auto""}",False,0.211951,0.292274,0.154010,0.392442,0.000000,0.523718,0.112279,35.019455,11.869226,-0.093331,0.245288,0.087891,0.296465,0.104045,0.522734,-0.045625,41.333333,0.947477,-0.189095,0.389212,-0.751203,0.142083,group,5,1,0.401046,-0.095763,0.401046,0.095763,True,True,True,False,False,Possible underfitting,47.000000,33.000000,28.000000,40.400000,45,45.000000,45.000000,45.000000,45.000000,45,fs4,False,45,45,0.151111,,,,0.817410,45,30.000000,31,36.000000,41,42.050000,45,37.100000,42,42.666667,42.000000,41.000000,45.000000,4.000000,2.081666,0,0.000000,Unstable selection,44.837000,45.000000,43,47,4,1.295419,0,0.000000,0,0.000000,Weight-sensitive,33.325000,45,45.000000,46
MLR,fs1,AC,MLR_fs1_AC.pkl,True,4,257,75,"{""fit_intercept"": true}",False,0.419587,0.235818,0.113432,0.336796,0.000000,0.758379,0.238152,44.747082,11.185187,0.288807,0.186864,0.057172,0.239106,0.059867,0.733988,0.156677,46.666667,2.186812,0.014822,0.570441,-0.695366,0.681683,group,5,1,0.404766,-0.273985,0.404766,0.273985,True,False,True,True,False,Overfitting with high CV instability,44.000000,44.000000,32.000000,41.600000,46,37.000000,37.000000,38.000000,37.200000,37,fs1,True,46,46,0.124444,,,,0.876101,37,36.800000,42,40.000000,44,42.200000,46,40.400000,45,45.000000,45.000000,44.000000,46.000000,2.000000,1.000000,0,0.000000,Weight-sensitive,45.737000,46.000000,44,47,3,0.669537,0,0.000000,0,0.000000,Weight-sensitive,32.975000,43,44.800000,44
MLR,fs3,AC,MLR_fs3_AC.pkl,True,6,257,75,"{""fit_intercept"": true}",False,0.475306,0.227009,0.102542,0.320222,0.000000,0.793573,0.275642,50.583658,6.830994,0.323103,0.183206,0.054415,0.233270,0.072694,0.783542,0.177263,40.000000,2.625084,0.047553,0.615628,-0.644597,0.721856,group,5,1,0.427753,-0.275550,0.427753,0.275550,True,False,True,True,False,Overfitting with high CV instability,43.000000,46.000000,35.000000,42.000000,47,31.000000,31.000000,34.000000,31.600000,31,fs3,True,47,47,0.115556,,,,0.899017,31,39.400000,44,41.333333,46,42.250000,47,41.500000,46,46.333333,46.000000,46.000000,47.000000,1.000000,0.577350,0,0.000000,Weight-sensitive,46.462000,47.000000,45,47,2,0.728757,0,0.000000,0,0.000000,Weight-sensitive,33.625000,48,47.400000,47
MLR,fs4,AC,MLR_fs4_AC.pkl,True,4,257,75,"{""fit_intercept"": true}",False,0.227607,0.288576,0.150951,0.388524,-0.000000,0.591360,0.121141,35.408560,10.227838,-0.150056,0.249591,0.092451,0.304058,0.077731,0.535650,-0.072407,34.666667,1.179149,-0.367696,0.697663,-1.326325,0.263500,group,5,1,0.595303,-0.217639,0.595303,0.217639,True,True,True,True,False,Possible underfitting,48.000000,48.000000,44.000000,47.200000,48,46.000000,46.000000,46.000000,46.000000,46,fs4,True,48,48,0.000000,,,,0.961163,46,45.600000,47,46.666667,48,47.400000,48,46.800000,48,48.000000,48.000000,48.000000,48.000000,0.000000,0.000000,0,0.000000,Weight-sensitive,48.000000,48.000000,48,48,0,0.000000,0,0.000000,0,0.000000,Weight-sensitive,33.575000,47,47.600000,48
