model,feature_set,target,file,pipeline_contains_preprocessing,n_features,n_train,n_test,best_params,validation_split_used,r2_train,mae_train,mse_train,rmse_train,bias_train,ioa_train,ios_train,p20_train,ad_stat_train,r2_test,mae_test,mse_test,rmse_test,bias_test,ioa_test,ios_test,p20_test,ad_stat_test,cv_r2_mean,cv_r2_std,cv_r2_min,cv_r2_max,cv_mode,cv_folds,cv_repeats,train_cv_gap,cv_test_gap,abs_train_cv_gap,abs_cv_test_gap,possible_overfitting,possible_underfitting,high_cv_instability,holdout_sensitive,stable_generalization,generalization_diagnosis,rank_cv_r2,rank_cv_stability,rank_train_cv_gap,selection_rank_score,Selection Rank,rank_test_r2,rank_test_rmse,rank_test_mae,test_rank_score,Test Performance Rank
XGB,fs1,AC,XGB_fs1_AC.pkl,True,4,257,75,"{""subsample"": 0.8, ""reg_lambda"": 5.0, ""reg_alpha"": 0.0, ""n_estimators"": 400, ""min_child_weight"": 1, ""max_depth"": 2, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.6}",False,0.9094921425631992,0.09672765557158955,0.017688179186032587,0.13299691419740756,-5.765784412007321e-05,0.9747937575905954,0.6991547616517744,82.10116731517509,2.7468186545539766,0.5600704207821465,0.1239784370585726,0.03536530724721677,0.1880566596726018,0.0342023744032601,0.8627880343523526,0.3367281257147613,74.66666666666667,2.5609666150304378,0.5002588938253897,0.20841473915060688,0.23796201255037952,0.7290187483533178,group,5,1,0.40923324873780953,-0.059811526956756844,0.40923324873780953,0.059811526956756844,True,False,True,False,False,Overfitting with high CV instability,9.0,9.0,33.0,13.8,11,10.0,10.0,7.0,9.4,9
GBR,fs4,AC,GBR_fs4_AC.pkl,True,4,257,75,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_samples_split"": 4, ""min_samples_leaf"": 6, ""max_depth"": 2, ""loss"": ""squared_error"", ""learning_rate"": 0.05}",False,0.8923157762525136,0.10722665474778253,0.021044999838653735,0.14506894856809893,-0.000251882247966079,0.9693220205419997,0.671847255462511,80.54474708171206,1.673818015993561,0.4913249298729844,0.14642755300140076,0.04089165856050124,0.20221686022807603,0.021565869582526417,0.8194982642423351,0.28678539686359783,69.33333333333334,1.1584955930873946,0.4878356978217829,0.20543496092598673,0.2696165069023403,0.7039266383793485,group,5,1,0.4044800784307307,-0.0034892320512014963,0.4044800784307307,0.0034892320512014963,True,False,True,False,False,Overfitting with high CV instability,11.0,7.0,31.0,14.2,12,18.0,18.0,14.0,17.2,17
DT,fs1,AC,DT_fs1_AC.pkl,True,4,257,75,"{""splitter"": ""best"", ""min_samples_split"": 20, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 6, ""criterion"": ""friedman_mse"", ""ccp_alpha"": 0.001}",False,0.8450502427839964,0.12046245638250881,0.030282222428950237,0.17401787962433699,3.801541874202871e-17,0.9569232090363943,0.6063634198705568,79.76653696498055,4.905001706754376,0.5448688555218162,0.139821682584381,0.036587339252943704,0.19127817244250245,0.03614404054594714,0.8591906684276974,0.32536591808730575,69.33333333333334,1.1656473622732335,0.4412194547271918,0.18750601008917764,0.24222640653558636,0.6426666932299645,group,5,1,0.4038307880568046,-0.10364940079462437,0.4038307880568046,0.10364940079462437,True,False,False,False,False,Possible overfitting,13.0,6.0,30.0,15.0,13,13.0,13.0,11.0,12.600000000000001,13
SVR,fs1,AC,SVR_fs1_AC.pkl,True,4,257,75,"{""kernel"": ""rbf"", ""gamma"": 0.1, ""epsilon"": 0.2, ""C"": 0.1}",False,0.5078435909353893,0.21228301866017474,0.09618337012527232,0.3101344387927151,-0.017122355682228765,0.7760164269309502,0.2984613987351724,48.249027237354085,14.775876900210562,0.3453986071847621,0.17368533699841018,0.05262246612861406,0.22939587208276888,0.0963485116104605,0.7594759984611231,0.19092559500671502,50.66666666666667,4.049424624832213,0.27956134002119415,0.3168144826468441,-0.10191460071207681,0.5779863990007673,group,5,1,0.22828225091419518,-0.06583726716356797,0.22828225091419518,0.06583726716356797,True,False,True,False,False,Overfitting with high CV instability,19.0,23.0,4.0,16.8,14,28.0,28.0,29.0,28.2,27
SVR,fs3,AC,SVR_fs3_AC.pkl,True,6,257,75,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""epsilon"": 0.2, ""C"": 0.1}",False,0.5896523244423831,0.2047290155194504,0.080195282701321,0.28318771636729057,-0.010273989204320683,0.815514695003098,0.3594161447885086,50.97276264591439,10.909678373581812,0.36210925144367345,0.17814250091794476,0.0512791214288418,0.2264489377957905,0.08891202990283871,0.7461335662894649,0.20131937011323076,46.666666666666664,4.203729331844897,0.27897987454249945,0.2533031601017073,-0.050922836129398075,0.4928460177370636,group,5,1,0.3106724498998837,-0.083129376901174,0.3106724498998837,0.083129376901174,True,False,True,False,False,Overfitting with high CV instability,20.0,15.0,14.0,17.8,15,25.0,25.0,31.0,26.2,25
ANN,fs3,AC,ANN_fs3_AC.pkl,True,6,257,75,"{""solver"": ""adam"", ""max_iter"": 2000, ""learning_rate_init"": 0.0005, ""hidden_layer_sizes"": [32, 16], ""early_stopping"": true, ""batch_size"": 16, ""alpha"": 0.1, ""activation"": ""relu""}",False,0.6548216713064766,0.18776167773498573,0.06745907263719793,0.25972884444589117,-0.009382298681371809,0.8863857870364936,0.41248120992301585,57.19844357976653,3.1589918162489994,0.2942173452253777,0.16704755754352052,0.05673685429435634,0.2381949921689294,0.06177200926275624,0.7648363640018911,0.1598912839550929,60.0,2.34873956494269,0.3180692122883425,0.34408669441419687,-0.05175879159744201,0.6874232255207888,group,5,1,0.3367524590181341,0.023851867062964827,0.3367524590181341,0.023851867062964827,True,False,True,False,False,Overfitting with high CV instability,17.0,27.0,20.0,19.6,16,36.0,36.0,24.0,33.599999999999994,34
SVR,fs2,AC,SVR_fs2_AC.pkl,True,5,257,75,"{""kernel"": ""rbf"", ""gamma"": 0.1, ""epsilon"": 0.2, ""C"": 0.1}",False,0.5528734601429836,0.2072528889553332,0.08738306904838837,0.295606273695922,-0.007671882898175568,0.8002626225946529,0.33132478746627936,50.583657587548636,12.541518483419793,0.3897459351728598,0.17665066811574373,0.0490574481030461,0.22148916023825208,0.10633851227558869,0.781559362256687,0.2188124010027167,46.666666666666664,5.252759483294994,0.27007895030720713,0.3155218703109867,-0.08072915735616859,0.5394429838973562,group,5,1,0.2827945098357764,-0.11966698486565269,0.2827945098357764,0.11966698486565269,True,False,True,False,False,Overfitting with high CV instability,23.0,22.0,10.0,20.2,17,23.0,23.0,30.0,24.4,24
RF,fs4,AC,RF_fs4_AC.pkl,True,4,257,75,"{""n_estimators"": 200, ""min_samples_split"": 12, ""min_samples_leaf"": 2, ""max_features"": 0.75, ""max_depth"": 10}",False,0.8963996379480951,0.1006479086926563,0.020246880432359515,0.14229153324200114,0.00109607136646206,0.9691869951100184,0.6781298987916011,84.04669260700389,4.140248128773578,0.5331597824913903,0.14730183781340953,0.037528614822632214,0.1937230363757295,0.035147306031741814,0.8256443573070009,0.31674293453443914,54.666666666666664,1.8817433509841237,0.439261983926926,0.32437908425797324,-0.07177553724472996,0.7441158960771337,group,5,1,0.45713765402116907,-0.09389779856446429,0.45713765402116907,0.09389779856446429,True,False,True,False,False,Overfitting with high CV instability,14.0,24.0,40.0,21.200000000000003,18,14.0,14.0,15.0,14.2,15
SVR,fs4,AC,SVR_fs4_AC.pkl,True,4,257,75,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""epsilon"": 0.2, ""C"": 0.1}",False,0.4809619135769526,0.22327268755931912,0.10143692422988877,0.31849163918365075,-0.030531765196401894,0.7448254786644936,0.2795570206997312,49.416342412451364,12.458143743273467,0.306073381425208,0.1809482396678841,0.05578376456648085,0.23618586868498473,0.07072095647987214,0.7056447797896785,0.16697742012908667,50.66666666666667,2.9759709756206547,0.18778169277844697,0.21879415813150985,-0.07285933513576626,0.5012953071243249,group,5,1,0.29318022079850564,-0.11829168864676104,0.29318022079850564,0.11829168864676104,True,False,True,False,False,Overfitting with high CV instability,30.0,10.0,11.0,22.2,19,35.0,35.0,32.0,34.4,35
DT,fs4,AC,DT_fs4_AC.pkl,True,4,257,75,"{""splitter"": ""best"", ""min_samples_split"": 8, ""min_samples_leaf"": 4, ""max_features"": null, ""max_depth"": 6, ""criterion"": ""friedman_mse"", ""ccp_alpha"": 0.005}",False,0.8205524076591917,0.1383859161718535,0.03506989622467573,0.18726958168553626,-8.121475822160678e-17,0.9490138002796451,0.5763874502085562,64.59143968871595,2.8041308029210086,0.09042912843850359,0.16925470960502612,0.07311909645421186,0.27040542977945514,0.011665390049541506,0.7009573682204057,0.046285749523738984,54.666666666666664,3.8080324021824907,0.3942176053323173,0.35905764509328186,-0.04652741590671017,0.7881137565568794,group,5,1,0.4263348023268744,0.3037884768938137,0.4263348023268744,0.3037884768938137,True,False,True,True,False,Overfitting with high CV instability,16.0,30.0,34.0,22.4,20,44.0,44.0,25.0,40.2,41
ANN,fs2,AC,ANN_fs2_AC.pkl,True,5,257,75,"{""solver"": ""adam"", ""max_iter"": 2000, ""learning_rate_init"": 0.003, ""hidden_layer_sizes"": [32, 16], ""early_stopping"": true, ""batch_size"": 32, ""alpha"": 1.0, ""activation"": ""relu""}",False,0.5493580833097498,0.2014532464288852,0.08807008802213974,0.2967660493084405,-0.03998304646893489,0.8089146328669825,0.3287013208040327,57.58754863813229,9.621911392253821,0.5491428356722097,0.14511069667416804,0.0362437601249935,0.19037794022678547,0.06451389725358628,0.822449814005965,0.3285410181345473,53.333333333333336,4.572591808800908,0.27226315564476905,0.4360230597384379,-0.31118929668639983,0.6538720363293568,group,5,1,0.27709492766498073,-0.2768796800274406,0.27709492766498073,0.2768796800274406,True,False,True,True,False,Overfitting with high CV instability,22.0,39.0,9.0,22.8,21,12.0,12.0,13.0,12.2,12
RF,fs1,AC,RF_fs1_AC.pkl,True,4,257,75,"{""n_estimators"": 400, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": 10}",False,0.9076314711502258,0.09141725638852034,0.018051814900003446,0.13435704261408646,0.0019491849396452118,0.9727535181055811,0.6960780875787759,88.32684824902724,6.14777444911806,0.6145229233158959,0.12486349858118097,0.03098794874836423,0.17603394203495026,0.05329434596000514,0.86987813606544,0.3791319973745594,61.33333333333333,3.531880792229842,0.43332977860300004,0.3712501093177667,-0.15763677506411344,0.766827800237968,group,5,1,0.47430169254722576,-0.18119314471289583,0.47430169254722576,0.18119314471289583,True,False,True,False,False,Overfitting with high CV instability,15.0,31.0,41.0,23.4,22,8.0,8.0,8.0,8.0,8
ET,fs1,AC,ET_fs1_AC.pkl,True,4,257,75,"{""n_estimators"": 600, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": 7, ""bootstrap"": true}",False,0.7187299721570098,0.16419853859748515,0.054969311980688586,0.234455351785129,-0.0007453623434361029,0.8926310816713211,0.46965103201477787,60.70038910505836,9.908865354788361,0.46078768153168626,0.1547800733562766,0.043346504110997344,0.20819823272784366,0.07527123785455402,0.7923578697237934,0.265689222148882,52.0,3.994225297665821,0.28356025953698066,0.35634110656647455,-0.19564757885228934,0.6652757568512786,group,5,1,0.4351697126200292,-0.1772274219947056,0.4351697126200292,0.1772274219947056,True,False,True,False,False,Overfitting with high CV instability,18.0,29.0,37.0,24.0,23,19.0,19.0,19.0,19.0,19
ET,fs2,AC,ET_fs2_AC.pkl,True,5,257,75,"{""n_estimators"": 200, ""min_samples_split"": 20, ""min_samples_leaf"": 2, ""max_features"": 1.0, ""max_depth"": 7, ""bootstrap"": true}",False,0.7277595654915876,0.16548605456678284,0.053204635748124535,0.23066130093304454,0.0001415170123839013,0.8965436269874312,0.4782333524376895,62.2568093385214,8.475059955061113,0.5840289253763915,0.15016282341555812,0.03343931746115661,0.18286420497504866,0.09042445459331386,0.8581639994224638,0.35504180397206486,44.0,4.008064628922213,0.2739192500261213,0.29079063847187353,-0.0505175003237921,0.5511018448242481,group,5,1,0.4538403154654663,-0.31010967535027023,0.4538403154654663,0.31010967535027023,True,False,True,True,False,Overfitting with high CV instability,21.0,19.0,39.0,24.2,24,9.0,9.0,17.0,10.6,10
ANN,fs1,AC,ANN_fs1_AC.pkl,True,4,257,75,"{""solver"": ""adam"", ""max_iter"": 2000, ""learning_rate_init"": 0.001, ""hidden_layer_sizes"": [32, 16], ""early_stopping"": true, ""batch_size"": 16, ""alpha"": 0.01, ""activation"": ""relu""}",False,0.6254506838437733,0.19455556518028538,0.07319911890305698,0.27055335685046855,0.00248234104613094,0.8761953081282394,0.3879956567505206,57.58754863813229,3.219471762050034,0.391844370217206,0.14833820966018837,0.04888875792264594,0.22110802319826828,0.04822465095395351,0.8050214168535162,0.2201566633080756,60.0,3.495451217447254,0.259044345893771,0.3849035364603317,-0.35748842338597897,0.5928817754091842,group,5,1,0.3664063379500023,-0.13280002432343496,0.3664063379500023,0.13280002432343496,True,False,True,False,False,Overfitting with high CV instability,24.0,32.0,24.0,25.599999999999998,25,22.0,22.0,16.0,20.8,20
LASSO,fs1,AC,LASSO_fs1_AC.pkl,True,4,257,75,"{""alpha"": 0.1, ""max_iter"": 10000, ""selection"": ""cyclic""}",False,0.3208049935626509,0.2667307301538023,0.132736795636901,0.36433061309324666,4.8383260217127445e-17,0.6154644753648941,0.17586711845883185,36.57587548638132,18.188074321439217,0.19074695643804573,0.2127097672997205,0.06505469029201473,0.2550582096150107,0.12558832885461996,0.6516230557312747,0.10041507151244777,37.333333333333336,4.514542962610719,0.08735776304096199,0.22776609184372587,-0.2031994391260432,0.3371426483309362,group,5,1,0.23344723052168892,-0.10338919339708375,0.23344723052168892,0.10338919339708375,True,True,True,False,False,Possible underfitting,38.0,11.0,5.0,26.0,26,43.0,43.0,44.0,43.2,44
EN,fs2,AC,EN_fs2_AC.pkl,True,5,257,75,"{""selection"": ""cyclic"", ""max_iter"": 10000, ""l1_ratio"": 0.25, ""alpha"": 0.1}",False,0.44565814655553415,0.23459213761299413,0.10833642859008027,0.32914499630114424,0.0,0.7480648880078948,0.255458628789195,41.63424124513619,10.90865289048611,0.35163519678492594,0.18631913140251952,0.05212111564480089,0.2283004941843116,0.1024527780937611,0.7639654205521291,0.19478896976315951,38.666666666666664,3.1605694223063523,0.17238106670312425,0.42582069376385995,-0.31514600399346504,0.6221020841484616,group,5,1,0.2732770798524099,-0.1792541300818017,0.2732770798524099,0.1792541300818017,True,False,True,False,False,Overfitting with high CV instability,31.0,37.0,7.0,27.4,27,27.0,27.0,37.0,29.0,28
ET,fs4,AC,ET_fs4_AC.pkl,True,4,257,75,"{""n_estimators"": 200, ""min_samples_split"": 12, ""min_samples_leaf"": 2, ""max_features"": 0.75, ""max_depth"": 10, ""bootstrap"": false}",False,0.8036653212408442,0.130943561728921,0.038370182177266336,0.19588308292771567,-8.812665253833927e-17,0.9333977192585516,0.5569033076639414,75.4863813229572,9.79875006341291,0.49903731723193046,0.1547596623853144,0.04027167081372685,0.20067802773030946,0.04120994188649198,0.794454067873006,0.2922128266434397,54.666666666666664,2.2146477346849878,0.24612097575066522,0.29549370667603797,-0.24391663242732964,0.50951223195653,group,5,1,0.557544345490179,-0.25291634148126524,0.557544345490179,0.25291634148126524,True,False,True,True,False,Overfitting with high CV instability,25.0,20.0,43.0,27.6,28,17.0,17.0,18.0,17.2,17
ET,fs3,AC,ET_fs3_AC.pkl,True,6,257,75,"{""n_estimators"": 600, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": 7, ""bootstrap"": true}",False,0.7153148122087651,0.17351097013981603,0.05563674531547606,0.23587442700614253,-0.00038193575335589055,0.8859312974469922,0.4664410175142444,58.754863813229576,9.038978009719642,0.4421209218431461,0.1715615983816334,0.04484709812167711,0.21177133451361427,0.0944022315390928,0.7790710804585511,0.253086967474222,44.0,4.693848484838213,0.23065825335689238,0.28451996865531376,-0.1611845304531403,0.4468794050546683,group,5,1,0.48465655885187275,-0.21146266848625372,0.48465655885187275,0.21146266848625372,True,False,True,True,False,Overfitting with high CV instability,26.0,18.0,42.0,27.6,28,20.0,20.0,26.0,21.2,21
EN,fs4,AC,EN_fs4_AC.pkl,True,4,257,75,"{""selection"": ""random"", ""max_iter"": 10000, ""l1_ratio"": 0.5, ""alpha"": 1.0}",False,0.0,0.34987227384656844,0.19543252582665302,0.4420775111071055,5.183920737549369e-18,0.0,0.0,24.5136186770428,15.55202964670292,-0.25609957429553964,0.2741338627647731,0.10097604134061187,0.3177672754400803,0.14348336866785993,0.3924936871810204,-0.12075848169689984,33.33333333333333,3.653700066035043,-0.17367842447253365,0.18674031011943365,-0.4839131391406897,-0.01495796321308318,group,5,1,0.17367842447253365,0.082421149823006,0.17367842447253365,0.082421149823006,False,True,False,False,False,Possible underfitting,45.0,3.0,1.0,27.8,30,47.0,47.0,47.0,47.0,47
LASSO,fs4,AC,LASSO_fs4_AC.pkl,True,4,257,75,"{""alpha"": 1.0, ""max_iter"": 10000, ""selection"": ""cyclic""}",False,0.0,0.34987227384656844,0.19543252582665302,0.4420775111071055,5.183920737549369e-18,0.0,0.0,24.5136186770428,15.55202964670292,-0.25609957429553964,0.2741338627647731,0.10097604134061187,0.3177672754400803,0.14348336866785993,0.3924936871810204,-0.12075848169689984,33.33333333333333,3.653700066035043,-0.17367842447253365,0.18674031011943365,-0.4839131391406897,-0.01495796321308318,group,5,1,0.17367842447253365,0.082421149823006,0.17367842447253365,0.082421149823006,False,True,False,False,False,Possible underfitting,45.0,3.0,1.0,27.8,30,47.0,47.0,47.0,47.0,47
ANN,fs4,AC,ANN_fs4_AC.pkl,True,4,257,75,"{""solver"": ""adam"", ""max_iter"": 2000, ""learning_rate_init"": 0.003, ""hidden_layer_sizes"": [16], ""early_stopping"": true, ""batch_size"": 32, ""alpha"": 0.1, ""activation"": ""relu""}",False,0.6395891910312517,0.19374906547189505,0.07043599473198982,0.2653978046857016,0.009402337563480771,0.8724822007772778,0.39965775680138216,53.69649805447471,3.022198107010695,0.4141374265954919,0.17222558812409355,0.04709665112751,0.21701762861000487,0.05466671508195122,0.7840940153778062,0.23458339879219492,48.0,1.2646638917679383,0.1998063856841716,0.331052324703516,-0.2712119682026364,0.565546658638608,group,5,1,0.43978280534708003,-0.2143310409113203,0.43978280534708003,0.2143310409113203,True,False,True,True,False,Overfitting with high CV instability,28.0,26.0,38.0,29.6,32,21.0,21.0,27.0,22.200000000000003,22
